komentar,label,timestamp,emosi
dua tiga rendang willie rendang habis tiga rendang iie rendang habis,1,2025-03-22 12:15:00,takut
menit ludes dikira minum aqua gelas kali menit ludes kira minum aqua gelas,1,2025-03-21 11:56:00,marah
hidup palembang wkwkk hidualembang k,2,2025-03-22 14:56:00,marah
ternyata papua lebih maju nyata papua lebih maju,2,2025-03-22 01:06:00,marah
palembang ini bos palembang palembang bos palembang,2,2025-03-21 09:41:00,sedih
kalau memang niatnya buat berbuka puasa harusnya kn tau yaa waktu untuk masak rendang itu lama masa iyaa niat untuk buka bersama tapi mulai masak ketika dekat magrib kalau memang niat buat buka harus kn tau y aktntuk masak rendang masa iy niat buka mulai masaetika,0,2025-03-22 10:30:00,takut
makanan tiba hilang di bilang antusias manah ambilnya sebelum di persilahkan itu mahh tidak tau sopan sering buat begini yha biar bisa tau mana yg butuh makan gratis mak hilang bilang antusias manah ambil di silah ma tau buat begini yha biar tau mana yg butuh makan gratis,0,2025-03-21 18:55:00,sedih
penghinaan buat masyarakat palembang hrs di usut mungkin ini setingan klu benar hrs di proses hukum meskipun niat nya baik tp melukai penghinn buat masyarakat palembang hrs usut mungki ting klu benar hrs proses hukueskipuiat nya baik tp,0,2025-03-23 16:19:00,takut
warga palembang kek gak pernah makan rendang gratis aja sih tiap qurban dapet kan arga palembang kek gak pernah makan rendanratis aja sih tiap qurban dapet,0,2025-03-24 19:17:00,takut
ternyata yg gapunya ada yg bikin postingan nyata yapunyda yg bikin postingan,1,2025-03-23 14:15:00,sedih
tpi emg iy kbnykan org palembang nk untung trus dak mau rugi tpi emg iy kbnykan org palembang nk untung trus dak mau,0,2025-03-24 04:11:00,sedih
masih ingat truk bawa telor yg kecelakaan supirnya meninggal dan telor nya dijarah warga ingaruk baa telor yg kecelakn supirnya tal telor jarah arga,1,2025-03-24 02:20:00,takut
oh ini yang viral lol si ini viral lol,0,2025-03-20 14:55:00,marah
lutfiahs mnh maok nyaa mnh maok ny,0,2025-03-24 09:18:00,marah
emang boleh se memfitnah itu emang se fitnah,0,2025-03-25 04:40:00,sedih
orang yang lebih membutuhkan aja tau cara menghargai dan antri orang lebih butuh aja tau cara harga,2,2025-03-20 16:47:00,marah
anu bah gasabaran itu nah bah gasabaran nah,1,2025-03-24 02:03:00,sedih
toilet nya di mobil toilet nya mobil,0,2025-03-20 05:11:00,takut
trus yg disalahin malah warga trus yg disalahin malah,0,2025-03-21 19:56:00,sedih
ooh iyeu raribut rendang teh h iyeu raribut rendang,2,2025-03-21 14:39:00,sedih
mengamankan rendang saja gak becus apalagi ngamanin negara aman rendang gak becus ngamaniegara,0,2025-03-20 05:44:00,marah
apa terjadi abang makanan yang enak banget sih apa jadi abang mak enak banget sih,2,2025-03-20 11:25:00,sedih
ending video trkahir hidup palembang ending video,1,2025-03-20 06:03:00,sedih
kita sudah berusaha semaksimal mungkin sudah usaha maksimal,2,2025-03-20 15:16:00,takut
masuk tv gk tuh masuk tv gk,1,2025-03-24 20:23:00,marah
kecewa bgt ya bg kecea bgt,0,2025-03-23 08:49:00,sedih
katanya udah laper kelamaaan apinya kecil angkut aja kebetulan belum belanja di rumah kata udah laper kelam api kecil angkut aja betul belanja rumah,0,2025-03-21 09:26:00,sedih
astagfirullah lebih beretika papua lebih etika,0,2025-03-22 05:24:00,sedih
bilang ke toilet ga taunya masuk mobil trus makan wkwkwkw kocak lu serbu podcast om mastercorbuzier sama bobonsantoso perkara randang rusak nama wong palembang woy dasar buyan bilang ga tau masuk mobil trus makan k kocak serbu podcast om sama kandang rusak nama ong palembang dasar,0,2025-03-20 04:41:00,takut
astaghfirulloh puasa astaghfiruoh puasa,0,2025-03-21 12:02:00,marah
iya bener kk iya bener,2,2025-03-20 08:44:00,takut
lebih baik berbagi ke papua aja gk guna berbagi ke kota kota besar itu sruh mreka cari sendiri lebih baik bagi papuja gk bagi besar sruh mreka cari sendiri,0,2025-03-22 11:51:00,takut
tpi yg lain kek nya g dpet yh tpi yg kek nya g dpet,0,2025-03-24 02:05:00,sedih
fungsi polisi buat apa kocak klo jagain daging aja kaga bisa fungsi polisi buat apa kocalo jagain daging aja kaga,0,2025-03-22 20:25:00,takut
uji kau baru pertamo kali masak uji kau baru pertamo kali,0,2025-03-20 12:13:00,sedih
blom di hapus juga ini video blom hapus ini,0,2025-03-20 19:54:00,marah
saya bukan membela orang palembang ataupun willie tapi menurutku ini bukan acara bukber bukan bela orang palembang atau turut bukan acara,0,2025-03-28 16:15:00,marah
ko bisa hilang kk ko hilang,0,2025-03-24 09:27:00,sedih
palembang ini bos senggol dong palembang boenol dong,2,2025-03-20 10:12:00,marah
polisi di palembang ga bakal brani sama masarakat ampera tempatnya pemake sabu polisi palembana bakal brani sasarakat ampera tempat pemake,1,2025-03-22 23:51:00,takut
artinya aparat ga bisa ngatur dong maaf artinyparat ga ngatur,0,2025-03-21 22:00:00,sedih
ko siwili kaya ga merasa kehilangan ya ko siili kaya ga rasa hilang,0,2025-03-21 20:53:00,takut
makanya lain kali ke papua aja wil mereka lebih membutuhkan makanya kali papuja il lebih,2,2025-03-21 10:47:00,marah
thr saya mana kak thr mana,1,2025-03-22 05:23:00,marah
https www instagram com share reel bbotme oal hps com share rl,1,2025-03-21 11:06:00,sedih
jawa papua the best jaa papua the,2,2025-03-22 11:55:00,takut
ay playing victim nian dio ni ay playing victim nian dio,1,2025-03-21 20:00:00,marah
jadi maksudnya diambil warga palembang jadi maksud ambil arga palembang,1,2025-03-22 07:52:00,marah
gk sabaran tu orang niat mau bagi warga biar adil malah main srobot aja ky gk pernah makan smangat bang willy gk sabar tu niat mau arga biar adil malah main srobot aja ky gk pernah smangat bang,0,2025-03-20 03:26:00,takut
idih padahal ke mobil menitan sambil makan dan ngelive demi fypp idih padahal mobil menit makan dagelive,0,2025-03-28 14:56:00,sedih
ambil pake apa dia aduhh mak mak ambil pake apa adu,0,2025-03-24 19:19:00,marah
besok kito masak rendang di bkb secara resmi besoito masak rendang bkb,1,2025-03-20 17:19:00,marah
yang dk melok nyedok rendang pun keno imbas nyo dk lok nyedok rendang keno imbas nyo,0,2025-03-22 21:07:00,takut
haduh haduh haduh haduh,0,2025-03-22 22:12:00,sedih
ini udah rame ga di hapus kah videonya udah rame ga hapus video,0,2025-03-21 06:52:00,marah
bukan di jatim ya bukan jatim ya,0,2025-03-20 06:20:00,sedih
manusia kelaparan demi rendang pd ga mampu beli manusia lapar rendang pd ga mampu,0,2025-03-20 15:59:00,sedih
postingan ini blm dihapus berarti tuntutan masyarakat palembang tidak diindahkan atau dianggap remeh oleh ini orang postingan blm hapus arti tuntut masyarakat palembang dndahkan dianap remeh ini,0,2025-03-21 14:13:00,takut
kata lucu ngga sampe menit kata na sampe,0,2025-03-20 07:12:00,marah
kita tunggu polisi nya buka suara tunu polisi nya buka,1,2025-03-21 13:28:00,marah
hapus aja video ini willie dari pada nyebar kemana hapus aja video dari nyebar mana,0,2025-03-21 02:13:00,marah
aslinya willie salim kecapekan tuh nyerah terus sama polisi nya diauruh ambil sendiri asli iie salim cape tuh nyerah teruama polisi nya diauruh ambil sendiri,0,2025-03-22 13:34:00,sedih
cuman beberapa org yg berbuat tapi palembang yang malu cuman rapa org yg berbuaapi palembang malu,0,2025-03-28 13:04:00,sedih
nunggu mateng pacak jam mlm lewat masak rendang kg nunu mateng pacak jam mlm leat masak rendang,2,2025-03-20 16:11:00,marah
tuh kok demo tuh kok demo,0,2025-03-21 02:20:00,sedih
keliatan bnget ga ikhlas nya si wilie liat bnget ga ikhlas nya si,0,2025-03-20 20:05:00,marah
membantu orang jangan sampe salah tempat lagi ya wil bantu orang jangan sampe salah tempat ya,0,2025-03-28 10:32:00,takut
untung gw gk tinggal di daerah situ untun gk tal daerah,2,2025-03-22 13:28:00,marah
kenapa gak datang bang ke close the door willie gak datang bang close the dr,0,2025-03-20 19:02:00,takut
mencemari nama baik kota palembang cari nama baiota,0,2025-03-28 12:10:00,sedih
suka bingung sama manusia yg suka sama ni orang suka bingung sanusia yg suka sama ni,2,2025-03-20 07:27:00,marah
perasaan di video ini yg ngmg lenyap seketika dak sampe menit pak pol nyo perasn video yg ngmg lenyap ketika dak sampe menit pak pol nyo,0,2025-03-21 23:01:00,takut
luar biasa antusias katanya luar biasntusias kata,2,2025-03-27 11:24:00,takut
palembang biasa makan rebusan di kasih rendang daging palembang biasa makan rebus kasih rendang daging,2,2025-03-22 01:29:00,marah
penghasil beras no di sumatera,1,2025-03-22 15:38:00,takut
pempek kuliner khas palembang,2,2025-03-26 05:17:00,sedih
kota tertua di indonesia,1,2025-03-23 02:03:00,marah
tuan rumah asian games,1,2025-03-20 20:31:00,takut
jembatan ampera,2,2025-03-20 20:21:00,sedih
monpera monumen perjuangan rakyat,2,2025-03-22 03:05:00,marah
lrt pertama di luar jawa,1,2025-03-26 18:03:00,marah
benteng kuto besak,1,2025-03-28 09:20:00,marah
mesjid ceng ho hasil beras sumatera pempeuliner khas palembang kota tua dndonesia tuan rumah asi games jembatan ampera monpera lrt pertama luar jaa benteng kuto besak mesjid ceng,1,2025-03-22 14:41:00,marah
biar tidak makin panasaa biar makin,1,2025-03-20 22:41:00,sedih
makanya will ke padang aja makanya i padang aja,2,2025-03-24 12:01:00,marah
kalau willi dilaporkan bagai mana dengan bapak polisi yang jaga dan yang menerangkan ceritanya kalau ii lapor bagai mana bapak polisi jaga yang terang,0,2025-03-22 23:59:00,takut
aceh lebih beradab aceh lebih adab,0,2025-03-20 20:49:00,marah
gimmick nya willie ini mah giick nya iie,1,2025-03-20 21:08:00,takut
tragedi hilangnya ngapain diupload wkwk tujuannya keliatan tragedi hilang ngapain diupload tujuaya liat,0,2025-03-22 21:30:00,sedih
ya memang kayak gitu ya kak willy semoga kak willy semoga kak willy ke ulu peraturan maut ya semoga banyak memang kayak gitu kak iy moga kak iy moga kak iy ulu atur maut moga banyak,2,2025-03-28 17:07:00,sedih
hrusnya ada tim yg ngambilin hrusnyda tim yg,1,2025-03-26 05:32:00,takut
enak yaa rendang nya apalagi dgn di tambahi bumbu drama enak y rendang nypalagi dgn tambah bumbu drama,2,2025-03-23 01:59:00,marah
oalah ngeri kali y macam gk pernah makan daging hahahaha oalah ngeri kali y macam gk pernah makan daging,0,2025-03-20 17:25:00,takut
kok belum juga di takedown nantangin yaa kok juga takedon nantangin y,0,2025-03-21 06:19:00,sedih
kok bisa hilang kan ada aparat yg jaga masak iya gak bisa ngawasin jangan jatuhka provinsi demi keuntungan pribadi kok hilang kan adparat yg jaga masak iya gak ngaasin jangan jatuhka provinsi untung,0,2025-03-22 13:46:00,takut
disitu gk merugikan org palembang to dimana ya letak salah nya situ gk rugi org palembang ya letak salah nya,2,2025-03-21 01:33:00,sedih
hidup palembang hits hard hidualembang hits,2,2025-03-20 11:19:00,sedih
ngolake cari pak polisinyo cak iyo iyo ngomong propam cubo cek dulu polisi itu ngolake cari pak polisinyo cak ngomong propam cubo cek dulu,0,2025-03-21 23:32:00,takut
alhamdulillah belom mateng sudah di ambil amin beloateng ambil,2,2025-03-28 11:37:00,marah
barti pak polisi yg yg jelaskan bahwa rendang diambil itu bisa di laporin jg kalau wiil dlaporin barti pak polisi baha rendang ambil bisa laporin jg kalau l,0,2025-03-27 10:56:00,marah
pentingnya adab dan etika pentingnydab etika,1,2025-03-24 06:27:00,takut
pas aku ke palembang aman bae pas aku palembang aman bae,2,2025-03-27 12:13:00,takut
kasian orang palembang kasi orang,1,2025-03-24 00:49:00,takut
segitunya nyari viral bro segituri viral bro,0,2025-03-25 18:49:00,marah
toilet apa mobil bang toilet apa mobil bang,0,2025-03-23 11:38:00,marah
palembang mantap kejambi coba kak palembang kejambi coba,2,2025-03-20 23:45:00,takut
palembang apa palembang apa,2,2025-03-22 16:46:00,sedih
lu yg ngilangin rendang jugaa lu yg ngilangin rendang,0,2025-03-26 17:03:00,sedih
lebih beradab medan daripada palembang lebih adab medan palembang,2,2025-03-22 01:03:00,takut
ko wiliii semangat terus ko ili semangaerus,2,2025-03-28 00:35:00,sedih
biar cepet pulang masak rendang niat bukber selesai jam biar cepet pulang masak rendang niat bukber selesai jam,2,2025-03-20 09:07:00,sedih
hapus vidio ini wily hapus vidio,1,2025-03-21 01:27:00,takut
wlyyyy hapus woi l hapus,1,2025-03-22 16:29:00,sedih
namonyo makanan oy namonyo mak,2,2025-03-27 08:46:00,takut
oi raja palembang nyuruh hapus video ini oi raja palembang nyuruapus video,1,2025-03-20 02:06:00,sedih
kapan kapan ke ntt bang willie n bang,2,2025-03-22 13:55:00,marah
take down aja video ini udah ada yg somasi tu panjang critanya take don aja video udah yg somasi panjang,0,2025-03-21 23:44:00,sedih
kalau memang niat kasih kenapa harus di bahas kalau memang niat kasih harus,2,2025-03-21 14:09:00,sedih
saya percaya polisi wkwk percaya polisi,2,2025-03-25 17:24:00,sedih
orang yang gak jelas di suruh jaga rendang ya gak terjaga orang yanak jelas suruh jaga rendang gak jaga,0,2025-03-21 17:15:00,takut
video dr timnya saat rendang diambil masak ga ada video dr tim st rendang ambil masak,1,2025-03-23 14:09:00,sedih
warga saking antusias nerima apa adanya wah bukan gitu pak arga saking antusias bukan gitu pak,2,2025-03-22 02:10:00,marah
yang pada menghujat bisa gak sekali aja bikin acara berbagi kayak willie pada hujat gak sekali aja bikin acara bagi kayak,0,2025-03-20 06:23:00,sedih
niat baik belum tentu di terima dengan baik niat baik tentu terima,0,2025-03-25 00:21:00,marah
tau besoknya ada yg jual empek rendang kuah model tau besoknyda yg jual empek rendang kuah,1,2025-03-22 01:52:00,sedih
usah kau datang k palembang usah kau datang k,0,2025-03-26 06:07:00,marah
masyarakat sebnyak itu polisi cmn biji masyarakat sebnyak polisi cmn biji,1,2025-03-22 10:29:00,marah
apa mengandung unsur pemuda pancasila apa kandung unsur pemuda pancasila,1,2025-03-20 03:26:00,takut
lagian masak rendang di kebun binatang lagi masak rendang kebun,0,2025-03-28 19:21:00,marah
palembang prindavan wkwkwk palembang prindavan,2,2025-03-22 01:48:00,sedih
minimal dateng di close the door lah wkwkwkwkwk minimal dateng close the dr lah,1,2025-03-26 13:00:00,sedih
ngapain juga minta jagain polisi ngapain minta jagain polisi,0,2025-03-20 21:19:00,marah
woy willi ghoib oy ii,1,2025-03-21 19:20:00,takut
amit woy memalukan sekali amit oy malu,0,2025-03-21 17:38:00,takut
take down lah video ini take don lah video,0,2025-03-21 18:59:00,takut
rakus gembel rakus gembel,0,2025-03-20 22:00:00,sedih
ouw gara ini ou gara,0,2025-03-22 05:58:00,takut
hmmm bukan salah willie sepenuhnya sih ini hm bukan salah iie sepenuh sih,2,2025-03-20 03:32:00,takut
masih blm di tekdown video nya video nya blm tekdon video nya video,0,2025-03-20 01:50:00,sedih
videonya aja gak ditakedown videonyja gak ditakedon,0,2025-03-21 11:20:00,takut
ke papua ka will masaka di sana papua ka i masaka,1,2025-03-22 12:50:00,marah
ko bisa hilang yg jagain siapa yaaahh ekwkwk harus nya damkar yg jaga ko hilang yg jagain siapa ek nya damkar yg,0,2025-03-20 12:09:00,takut
gara apa kak wilie gara apa kak,0,2025-03-27 21:49:00,sedih
kenapa ga di take down kalo memang menimbulkan persoalan katanya sudah klarifikasi ga take don kalo memang timbul soal kata,0,2025-03-21 17:55:00,marah
apakah cameramen dan tim ke toilet semua cameramen tim toilet semua,1,2025-03-24 18:07:00,takut
pak polisi nya ini gimana sih mau maunya di kondisikan dg skenario gitu pak listyosigitprabowo divisipropampolri polisi sumsel mohon di investigasi pak polisi nya gimana sih nya dg skenario gitu pak mohon,0,2025-03-20 13:53:00,marah
semangat ko untuk berbagi biar tuhan yg membalas semangat ko bagi biar tuhan yg balas,2,2025-03-28 08:19:00,takut
gausah ke palembang lagi will gaada yg respect ngapain gausah palembang i gda yg respect,0,2025-03-28 01:34:00,takut
take out dong videonya kalau udah minta maaf take out dong video kaladah minta,0,2025-03-26 03:27:00,sedih
inilah yang luar biasa ini luar biasa,0,2025-03-21 00:14:00,takut
polisu pun mau aja di suruh beginian polisu aja suruh begini,0,2025-03-20 10:30:00,takut
hapus takedown video ini hapus takedon video,0,2025-03-21 11:16:00,marah
minta maaf tp videonya gak di take down minta mf tp video gak take don,0,2025-03-21 02:52:00,sedih
maklumat kesultanan palembang darussalam untuk willie salim terkait tragedi rendang hilang,1,2025-03-21 08:29:00,marah
sebagai bagian dari warisan budaya dan kehormatan palembang setiap bentuk penghinaan atau pelecehan terhadap tradisi dan kuliner khas kami bukanlah hal yang bisa dianggap remeh kesultanan palembang darussalam menegaskan bahwa kejadian ini telah menyinggung banyak pihak dan mencoreng nilai nilai adat serta kebanggaan masyarakat palembang,0,2025-03-22 23:46:00,marah
kami menyerukan sikap bijak dan bertanggung jawab dalam menyikapi peristiwa ini semoga kejadian ini menjadi pelajaran bagi semua untuk lebih menghormati keberagaman budaya dan menjaga keharmonisan,1,2025-03-20 21:42:00,sedih
palembang berdaulat budaya terjaga,2,2025-03-26 07:11:00,marah
https www facebook com share r e t n maklumat kesult palembang darualam iie terkairagedi rendang hilang bagi arisan budaya hormat bentuk penghinn leceh tradisi kuliner khas bukanlaal bisa dianap kesult palembang darualaenegaskan baha jadi telah menyinung banyak pihak coreng nilai nilai adat kebann masyarakat seru sikap bijak bertanung jaab dalaenyikapi peristia moga jadi jadi ajar semua lebih hormat agam budaya jaga palembang budaya hps com share r etn,2,2025-03-28 07:30:00,sedih
bayar lop bayar lop,1,2025-03-26 17:36:00,marah
kak willl kapan nih ke martapura nyaa kak il kapaih martapura,2,2025-03-22 17:26:00,takut
ngaku seneng tpi bikin judul tragedi rendang hilang sambil ngaku sg tpi bikin judul tragedi rendang hilang,2,2025-03-21 21:18:00,marah
klw bnr di ambil masyarakat di sana mana video nya kl bnr ambil masyarakat sana mana video,0,2025-03-22 05:17:00,takut
bayohhhhh opokihh bayoh opoki,0,2025-03-21 18:50:00,sedih
maksudnya gimana sih ini hilang kemana maksud gimana sih hilang,0,2025-03-22 02:49:00,takut
blitar jawa timur hader kak wili salem blitar jaa timur hader kak ili,1,2025-03-22 05:45:00,sedih
rakus nian oi palembang ku dak sabaran ngantri galo rakus nian oi palembang ku dak sabaragantri galo,1,2025-03-22 08:34:00,takut
kau peker masak rendang sebanyak tu pacak sejam tolol kok dipelihara kau peker masak rendang banyak tu pacak jam t kok,0,2025-03-21 01:12:00,marah
kato nyo ke wc tapi kenapa ke mobil kato nyo c kenapa,0,2025-03-22 21:19:00,marah
laaah itu di video terakhir ada yg teriak hidup palembang berarti bangga laaah gaktau bangga gmn lah di video akhir yg teriak hidualembang arti bana lah,2,2025-03-27 11:45:00,marah
boro makanan gua kerja di sana juga banyak barang yang ilang wkwkwkw boro gua kerja sana banyak barang ilang,0,2025-03-22 18:19:00,takut
polisi sampai tidak bisa mencegah menghentikan polisi tidak cegah,0,2025-03-25 13:40:00,marah
tidak take down take don,2,2025-03-21 12:26:00,marah
hapus aja postingan ini ko willie dari akun hapus aja postingan ko,0,2025-03-22 09:56:00,marah
masih bisa senyum loh bisa senyum,1,2025-03-22 12:07:00,sedih
palembang itu di jawa kah palembang di jaa,1,2025-03-22 23:24:00,takut
semoga ka wil ada waktu untuk berbuka puasa di kota bandar lampung moga ka il aktntuk buka puasa kota bandar,2,2025-03-20 00:47:00,sedih
semoga bukan prank ya moga bukan prank,0,2025-03-28 04:26:00,takut
papua masih lebih teratur loh papua lebih atur loh,1,2025-03-21 10:09:00,takut
gak di hapus gak hapus,2,2025-03-21 17:09:00,marah
asli beritanya asli berita,2,2025-03-23 04:00:00,sedih
aq masih geram klo liat video ini krna jelas disitu willi gx ngomong kasar gx ngejelekin tapi ko mlh di bilng mcm lah sama orang palembang aq geram klo liat video krna jelas situ ii gx ngomong kasar gx ngejelekin ko mlh bilng lah sama orang,0,2025-03-22 18:34:00,marah
kak ada orang ngelaporin kak willie kak oraelaporin kak,0,2025-03-20 12:56:00,takut
lu aja duduk di mobil lawak lu wil wil lu aja k mobiaak lu,0,2025-03-20 00:23:00,takut
masih ada aja videonya ga ditakedown adja video ga,0,2025-03-24 21:54:00,takut
siapo pulo budak ini siapo pulo budak,1,2025-03-22 22:18:00,marah
iyaa nya persiapan nya kurang masak rendang buat berbuka hanya jam kan ndk masuk akal lbh bagus buat sahur lah ini yg di tunggu buat berbuka puasa yaa ndak dapat waktu nya wajar di ambil sendiri rendang nya udalah kan mang niat nya buat berbagi udah habis yaa sudah iy persiapaya masak rendang buat buka jam kadk masuk lbh bagus buat lah yg tunu buat buka puasa y ndak aktu nya ajar ambil sendiri rendang uda kan mang niat nya buat udaabis y,0,2025-03-22 07:22:00,marah
fokus sama ibu itu ibu itu siapa yaa fokuama ibu ibu siapa,1,2025-03-22 02:36:00,takut
willi binggung polisi pun ikut binggung ii bung polisi ikut bung,0,2025-03-22 09:15:00,marah
masih aja ada yg bela kalau ini bukan setingan dan menyalahkan masyarakat palembang ajda yg bela kalau bukan ting salah masyarakat palembang,0,2025-03-24 05:01:00,sedih
yg setuju video ini takedown yg tuju video,0,2025-03-20 06:08:00,takut
kirain udah di take down kirain udah take,0,2025-03-20 05:57:00,takut
jangan ke kalimantan ya kak cukup sudah drama ini jangan kalimantan cukup drama,0,2025-03-21 15:01:00,takut
lebih beradab orang papua lebih adab orang papua,0,2025-03-21 22:09:00,takut
jangan buat malu palembang oi jangan buat malu palembang,0,2025-03-22 08:44:00,marah
wkwk belajar acting dlu di hollywood sana ajar acting dlu hoyd sana,0,2025-03-22 08:12:00,sedih
kasian warga palembang kasi arga,1,2025-03-21 00:16:00,marah
bikin pagar besi bg biar dk hilang bikin pagar besi bg biar dk hilang,1,2025-03-22 14:46:00,marah
halah dari dulu ini orang suka gimik doang halah dulu orang suka gimik doang,0,2025-03-24 08:20:00,takut
bilang aja lw males nyelesain bikin rendang sampe mateng karena bisa sampe ber jam jam matengnya sampe sahur jam subuh baru mateng bilang aja l males nyelesain bikin rendang sampe mateng bimpe ber matengnya sampe sahur jam subuh baru,0,2025-03-23 12:50:00,takut
min adab dan etika yang ambil min adab etika,1,2025-03-28 21:05:00,marah
ko masih ada ya ko ada,0,2025-03-21 08:05:00,marah
gw harap buat warga palembang ataupun orang orang palembang klian urunan buat rendang satu truck kirimkan lah itu semua ke rumah willie saliem biar puas dia dan membersihkan nama warga palembang g harap buat arga palembang atau palembang klian urun buat rendang satu trucirimkan lah semua rumah iie saliem biar puas dan membersihkaama arga,2,2025-03-22 20:05:00,sedih
blok aja dah org ini blok aja dah org,0,2025-03-21 11:05:00,takut
bilangnya terima apa adanya tpi willy salim malahan dituntut bilang terimpdanya tpi iy salialahan,0,2025-03-22 21:19:00,marah
semetre menyala banget semetre nyala banget,2,2025-03-21 12:10:00,sedih
report nih video report nih,0,2025-03-22 02:06:00,marah
tebak suku jgn jawa mulu tebak suku jgn jaa mulu,0,2025-03-20 08:48:00,sedih
cr duit kq segitunya cr duit kq,0,2025-03-26 08:55:00,sedih
mau setingan or gak seharusnya video ini gak layak diupload bang willie mau ting or gak video gak layak diupload bang,0,2025-03-20 12:45:00,sedih
buset emang enak ya belum mateng di makan buset emang enak beluateng makan,2,2025-03-22 12:09:00,sedih
wajah polisi nya tidak meyakin kan itu boong ga sihh ajah polisi nya yakin kan bna si,0,2025-03-21 07:32:00,takut
wil saya sudah tau semuanya il sudah tau,0,2025-03-21 06:32:00,marah
gercep eyyy gercep ey,1,2025-03-21 07:10:00,takut
sibuk bgt dunia sibuk bgt dunia,2,2025-03-23 02:04:00,sedih
kadang kebaikan di lz kejahatan semngat terus ka will semoga ke depannya lebih baik baik lagi kadang baik lz semngaerus ka moga depaya lebih baik baik,2,2025-03-20 09:44:00,sedih
wkwkwk bocah gragas k bocah gragas,0,2025-03-22 03:03:00,marah
palembang oh palembang hahah palembang palembang,2,2025-03-21 05:48:00,sedih
otw outfit orange ot outfit,1,2025-03-20 01:50:00,takut
narasinya kenapa harus rendang hilang biar apa biar fyp narasi rendang hilang biar apa biar fyp,0,2025-03-22 14:32:00,marah
tebak suku tebak suku,0,2025-03-22 01:26:00,sedih
riki ini orang nya banggg orang nya bang,0,2025-03-22 12:59:00,takut
hapus vidio nya biar gk gaduh trs hapus vidio nya biar gk gaduh,1,2025-03-22 21:45:00,marah
memalukan kyk gak pernah makan rendang malu kyk gak pernah makan,0,2025-03-20 05:52:00,sedih
dasar warga palembang aku jadi malu aku berasal dari palembang dasar arga palembang aku jadi malu aku asal,0,2025-03-21 05:13:00,takut
bapak termasuk yang pake ember juga gak bapak masuk pakmber juk,1,2025-03-20 12:53:00,sedih
daging nya ilang daging nya ilang,0,2025-03-22 03:55:00,sedih
gak usah ke palembang lagi gak usah palembang,0,2025-03-22 13:24:00,marah
willie nggak masuk akal nak masuk,0,2025-03-21 12:53:00,marah
https www instagram com reel dhlpxgztyt igsh mw hnhn nm mmgc bg hps com rl dhlpxgztyt igsh mnmgcbg,2,2025-03-22 13:17:00,marah
gak bisa sepenuhnya nyalain orang palembang juga sih menurut ku gak sepenuhlain orang palembang sih,0,2025-03-25 10:32:00,takut
mama nya ikut terus nya ikuerus,2,2025-03-22 02:06:00,marah
tapi alhamdulilah kita udah berusaha tapi lenyap seketika alhamdulilah udah usaha lenyap ketika,0,2025-03-20 21:34:00,sedih
sabar ya willi bsk masak besar d natuna aja d tunggu kehadirannya nanti kita sambut dgn seafood natuna segar utk wili sabar bsk masak besar d d tunu kehadiraya kita sambut dgn seafd natuna segar utk,2,2025-03-26 07:58:00,sedih
perkara rendang geger satu indonesia perkara rendaneger satu,1,2025-03-22 11:54:00,marah
udah ke papua aja bang udah papuja,0,2025-03-24 13:23:00,takut
kaka ke papua ka yang lebih membutuhkan papua ka lebih,1,2025-03-21 15:40:00,sedih
cari sensasi doang cari sensasi,0,2025-03-22 08:23:00,sedih
kocak palembang lawakkk kocak palembang laak,2,2025-03-21 06:00:00,takut
palembang lapar buuu palembang lapar bu,0,2025-03-20 08:41:00,sedih
orang palembang lapar orang palembang,0,2025-03-26 19:53:00,takut
bukannya itu rendang untuk makanan bareng bareng kalo orang ambil berarti udah di ambil bukan hilang bukaya rendang mak bareng bareng kalrang ambil arti udah ambil bukan,2,2025-03-21 03:37:00,takut
bantu etmin share saluran,1,2025-03-21 18:31:00,sedih
https whatsapp com channel vaxece ulkeeiihj s bantu etmin share salur hps chael,1,2025-03-20 10:42:00,sedih
cobak masaknya di palestina kak wil saudara kami disana lebih membutuhkan cobak masak palestina kak il saudara sana lebih butuh,2,2025-03-21 10:02:00,takut
lebih bijak video ini di takedown dulu aja mas lebih video di takedon dulu aja mas,0,2025-03-22 12:58:00,marah
tolong warga palembang kita butuh kebeneran sebenernya ilang bneran ngambil tanpa ijin atau emang di seting begini kontennya arga butuh sebenernya ilang bneran emang ting begini,0,2025-03-23 08:18:00,sedih
diuuuuuh biuuuh maluku ternyata bukan di ambon diuh malu nyata bukan ambon,0,2025-03-26 08:30:00,marah
hapus coba willie sudah gak cocok di mata publik hapus coba gak k mata,0,2025-03-27 21:01:00,takut
lain toilet gal jadi ke toilet terus istirahat dan makan di mobil dimulai dari kata kata toilet ya toilet gal jadi toileerus istirahat makan mulai toilet,0,2025-03-22 21:55:00,marah
polisinya yg salah polisi yg salah,0,2025-03-23 21:45:00,sedih
will takedown will i takedon,0,2025-03-21 04:03:00,marah
kasihan ya willi kasihan ii,0,2025-03-26 08:43:00,marah
tragedi rendang tragedi rendang,2,2025-03-23 15:29:00,marah
astagfirullah parah bngt ko gtu yaa allah orang udh jauh masak buat bagi malah kaya gtu kocak sabar yah bang wili astagfiruah parah bngt ko gtu y aah orang udh jauh masak buat malah kaya gtu kocak sabar yah bang,0,2025-03-26 07:43:00,takut
